INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
280872175,01/20/2024,20:30:00,BROOKLYN,INSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1017036,183890,,,
286038323,04/27/2024,20:34:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1006538,243537,40.83509998507852,-73.91945616514167,POINT (-73.91945616514167 40.83509998507852)
288639568,06/17/2024,03:10:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,998899,169688,40.632421,-73.947222,POINT (-73.947222 40.632421)
280370387,01/11/2024,21:34:00,BRONX,OUTSIDE,43,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1021739,244529,40.837771289628165,-73.86451768463364,POINT (-73.86451768463364 40.837771289628165)
287011479,05/16/2024,16:10:00,BROOKLYN,INSIDE,75,0,DWELLING,PVT HOUSE,N,25-44,M,BLACK,18-24,M,BLACK,1013212,179556,40.65947,-73.895612,POINT (-73.895612 40.65947)
285004479,04/08/2024,19:53:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,(null),(null),(null),45-64,M,BLACK,1010184,182784,40.668341,-73.906514,POINT (-73.906514 40.668341)
284830462,04/04/2024,06:00:00,QUEENS,INSIDE,107,0,OTHER,HOSPITAL,N,(null),(null),(null),18-24,M,BLACK,1038756,200587,40.717076,-73.803374,POINT (-73.803374 40.717076)
283885165,03/16/2024,20:00:00,STATEN ISLAND,OUTSIDE,121,0,STREET,(null),N,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,940986,169325,40.631331,-74.155867,POINT (-74.155867 40.631331)
283517634,03/10/2024,20:55:00,BRONX,OUTSIDE,40,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1011156,236890,40.816844,-73.902794,POINT (-73.902794 40.816844)
284703845,04/02/2024,21:42:00,MANHATTAN,OUTSIDE,10,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK HISPANIC,982992,210566,40.744633,-74.004538,POINT (-74.004538 40.744633)
281143962,01/25/2024,18:30:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1005674,234940,40.811507,-73.922606,POINT (-73.922606 40.811507)
281552304,02/02/2024,00:41:00,BROOKLYN,INSIDE,72,0,DWELLING,(null),N,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,982591,172686,40.64066,-74.005978,POINT (-74.005978 40.64066)
288209438,06/08/2024,17:36:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1002837,175718,40.648963,-73.933017,POINT (-73.933017 40.648963)
283971727,03/19/2024,02:43:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1014540,173538,40.642947,-73.890854,POINT (-73.890854 40.642947)
287987382,06/04/2024,20:00:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1008104,184567,40.67323835262873,-73.9140061992839,POINT (-73.9140061992839 40.67323835262873)
286397104,05/04/2024,01:25:00,QUEENS,OUTSIDE,102,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,M,BLACK,1029424,191245,40.691487,-73.837101,POINT (-73.837101 40.691487)
282041194,02/10/2024,21:25:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1007536,244566,40.837924,-73.915846,POINT (-73.915846 40.837924)
289287083,06/28/2024,20:55:00,QUEENS,OUTSIDE,107,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,F,BLACK,1035601,207363,40.735693,-73.814705,POINT (-73.814705 40.735693)
289124111,06/26/2024,02:30:00,BROOKLYN,INSIDE,75,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,18-24,M,BLACK HISPANIC,1015560,183840,40.671222,-73.887128,POINT (-73.887128 40.671222)
288491501,06/13/2024,12:30:00,MANHATTAN,INSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,45-64,M,BLACK,25-44,F,BLACK,1000121,229191,40.795739,-73.94268,POINT (-73.94268 40.795739)
284197306,03/22/2024,19:20:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1005368,232661,40.805251,-73.923716,POINT (-73.923716 40.805251)
288209440,06/08/2024,11:13:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1011357,170320,40.634124,-73.902336,POINT (-73.902336 40.634124)
282033298,02/10/2024,05:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803)
285938066,04/25/2024,15:38:00,BRONX,OUTSIDE,47,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1021915,260571,40.881802,-73.863791,POINT (-73.863791 40.881802)
286765237,05/12/2024,04:55:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1001484,245822,40.841384,-73.937712,POINT (-73.937712 40.841384)
284583087,03/30/2024,13:40:00,BRONX,OUTSIDE,52,0,STREET,(null),N,18-24,M,WHITE HISPANIC,<18,M,BLACK,1012584,253498,40.862423,-73.897562,POINT (-73.897562 40.862423)
281134487,01/25/2024,20:13:00,QUEENS,OUTSIDE,103,0,STREET,GROCERY/BODEGA,N,25-44,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK,1040292,191255,40.691451,-73.797913,POINT (-73.797913 40.691451)
283500025,03/10/2024,00:35:00,BROOKLYN,INSIDE,77,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,996547,184480,40.673024,-73.955668,POINT (-73.955668 40.673024)
279863277,01/02/2024,21:00:00,BROOKLYN,OUTSIDE,69,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,<18,M,BLACK,1016320,170575,40.63481,-73.884452,POINT (-73.884452 40.63481)
288294534,06/10/2024,20:40:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1013658,249909,40.852571,-73.893695,POINT (-73.893695 40.852571)
280768895,01/18/2024,21:00:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1010264,212763,40.75062352990398,-73.9061104449288,POINT (-73.9061104449288 40.75062352990398)
285883382,04/24/2024,21:50:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1009353,239589,40.824259,-73.909295,POINT (-73.909295 40.824259)
287476965,05/24/2024,17:57:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1010380,247908,40.847089,-73.905554,POINT (-73.905554 40.847089)
288365031,06/11/2024,19:25:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,25-44,M,BLACK,<18,M,WHITE HISPANIC,1050780,183014,40.668758,-73.760172,POINT (-73.760172 40.668758)
287498827,05/26/2024,04:10:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),65+,M,BLACK,998152,185742,40.676485,-73.94988,POINT (-73.94988 40.676485)
282064253,02/11/2024,21:50:00,MANHATTAN,OUTSIDE,13,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,BLACK,987366,208421,40.738744,-73.988753,POINT (-73.988753 40.738744)
283951187,03/18/2024,22:00:00,QUEENS,OUTSIDE,103,0,DWELLING,PVT HOUSE,N,(null),(null),(null),25-44,M,BLACK,1042419,193657,40.698032,-73.790219,POINT (-73.790219 40.698032)
286341306,05/03/2024,16:00:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1011851,253012,40.861094,-73.900215,POINT (-73.900215 40.861094)
289263540,06/28/2024,00:41:00,BROOKLYN,OUTSIDE,81,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1002397,189962,40.688061,-73.934564,POINT (-73.934564 40.688061)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK HISPANIC,<18,F,WHITE HISPANIC,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
286794105,05/13/2024,06:10:00,QUEENS,OUTSIDE,114,0,OTHER,HOSPITAL,N,(null),(null),(null),25-44,M,WHITE HISPANIC,1004956,219185,40.768266,-73.925247,POINT (-73.925247 40.768266)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),Y,<18,M,BLACK,25-44,F,WHITE HISPANIC,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
287726908,05/30/2024,21:53:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1009019,245895,40.841567,-73.910478,POINT (-73.910478 40.841567)
285315562,04/13/2024,18:35:00,BROOKLYN,OUTSIDE,60,0,STREET,(null),N,(null),(null),(null),<18,M,WHITE HISPANIC,995101,151225,40.58174708197374,-73.96093567838396,POINT (-73.96093567838396 40.58174708197374)
288617787,06/16/2024,23:35:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,<18,M,BLACK,25-44,M,WHITE HISPANIC,1006604,254113,40.864128,-73.919179,POINT (-73.919179 40.864128)
283497924,03/09/2024,18:30:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1009998,247787,40.846758,-73.906936,POINT (-73.906936 40.846758)
280690342,01/17/2024,03:50:00,BRONX,OUTSIDE,49,0,STREET,(null),N,(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,1027434,251387,,,
287671762,05/29/2024,16:15:00,QUEENS,OUTSIDE,101,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1044820,156440,40.595862,-73.781894,POINT (-73.781894 40.595862)
280519832,01/14/2024,05:14:00,QUEENS,OUTSIDE,103,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,1036701,195143,40.702143734840696,-73.81083175560475,POINT (-73.81083175560475 40.702143734840696)
289173685,06/26/2024,23:37:00,MANHATTAN,OUTSIDE,28,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,997345,232114,40.803768,-73.952699,POINT (-73.952699 40.803768)
286098203,04/29/2024,18:55:00,BRONX,OUTSIDE,45,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,25-44,M,BLACK,1032947,238316,40.820665,-73.824055,POINT (-73.824055 40.820665)
283416447,03/08/2024,00:18:00,MANHATTAN,INSIDE,14,0,COMMERCIAL,SOCIAL CLUB/POLICY LOCATI,N,18-24,M,BLACK,25-44,M,BLACK,986631,214350,40.755018,-73.991405,POINT (-73.991405 40.755018)
282910022,02/28/2024,00:07:00,BRONX,INSIDE,48,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,WHITE HISPANIC,1013843,251882,40.857985,-73.89302,POINT (-73.89302 40.857985)
284321058,03/25/2024,21:00:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1009821,236558,40.815938,-73.907617,POINT (-73.907617 40.815938)
282706131,02/23/2024,20:06:00,BRONX,OUTSIDE,41,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1015160,237028,40.817209,-73.888326,POINT (-73.888326 40.817209)
285094095,04/10/2024,03:20:00,MANHATTAN,INSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,45-64,M,WHITE HISPANIC,25-44,F,BLACK,1000654,228899,40.794936,-73.940753,POINT (-73.940753 40.794936)
282767548,02/24/2024,01:05:00,QUEENS,OUTSIDE,105,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1059234,176993,40.6521640716821,-73.72976727214584,POINT (-73.72976727214584 40.6521640716821)
279799858,01/01/2024,14:57:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1014086,254305,40.86463266264929,-73.89213149135563,POINT (-73.89213149135563 40.86463266264929)
289233742,06/27/2024,22:15:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,996899,189128,40.68578036332486,-73.95439171425564,POINT (-73.95439171425564 40.68578036332486)
286397103,05/04/2024,01:00:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1001329,187143,40.680325,-73.938423,POINT (-73.938423 40.680325)
289349080,06/29/2024,04:20:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1005914,245564,40.840667,-73.921704,POINT (-73.921704 40.840667)
287507794,05/24/2024,00:14:00,BRONX,OUTSIDE,52,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,25-44,F,BLACK,1010619,252255,40.859017,-73.904672,POINT (-73.904672 40.859017)
285821127,04/23/2024,21:40:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,18-24,F,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1011851,253012,40.861094,-73.900215,POINT (-73.900215 40.861094)
283051134,03/01/2024,02:30:00,BRONX,OUTSIDE,41,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1010774,235171,40.812125995016096,-73.90418129247784,POINT (-73.90418129247784 40.812125995016096)
280638541,01/16/2024,15:00:00,BROOKLYN,INSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,UNKNOWN,M,WHITE,1007743,184918,40.674205,-73.915304,POINT (-73.915304 40.674205)
282543135,02/20/2024,23:36:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,GROCERY/BODEGA,N,45-64,M,BLACK,18-24,M,BLACK,1015391,181282,40.6642,-73.88775,POINT (-73.88775 40.6642)
288170331,06/08/2024,00:51:00,MANHATTAN,INSIDE,34,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1006513,253947,40.863675,-73.919511,POINT (-73.919511 40.863675)
280879491,01/21/2024,06:08:00,BRONX,INSIDE,47,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1023421,264176,40.891691,-73.858323,POINT (-73.858323 40.891691)
288607690,06/15/2024,19:28:00,MANHATTAN,OUTSIDE,26,0,STREET,(null),N,(null),(null),(null),18-24,F,BLACK,995545,236005,40.81445,-73.959195,POINT (-73.959195 40.81445)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK HISPANIC,65+,M,WHITE HISPANIC,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
285070863,04/09/2024,13:36:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1050778,160897,40.608053,-73.760397,POINT (-73.760397 40.608053)
289020158,06/24/2024,02:00:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1011032,243675,40.835469,-73.903213,POINT (-73.903213 40.835469)
289349079,06/29/2024,02:00:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1006671,241120,40.828466,-73.918981,POINT (-73.918981 40.828466)
289263541,06/28/2024,04:56:00,BRONX,OUTSIDE,45,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,F,BLACK HISPANIC,1033514,237760,40.819136,-73.822011,POINT (-73.822011 40.819136)
282682441,02/23/2024,04:40:00,BRONX,INSIDE,46,1,TRANSIT,(null),Y,25-44,F,BLACK HISPANIC,45-64,M,WHITE HISPANIC,1011698,251174,40.85604676326622,-73.90077783555246,POINT (-73.90077783555246 40.85604676326622)
288617787,06/16/2024,23:35:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),Y,<18,M,BLACK,45-64,M,WHITE HISPANIC,1006604,254113,40.864128,-73.919179,POINT (-73.919179 40.864128)
286460100,05/06/2024,23:10:00,BROOKLYN,OUTSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1010491,179121,40.658286,-73.905419,POINT (-73.905419 40.658286)
284583088,03/31/2024,00:45:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1012992,186298,40.677976,-73.896377,POINT (-73.896377 40.677976)
285449093,04/16/2024,18:10:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1007885,246405,40.84297,-73.914577,POINT (-73.914577 40.84297)
280107186,01/06/2024,13:32:00,MANHATTAN,INSIDE,14,0,COMMERCIAL,(null),Y,25-44,M,BLACK HISPANIC,25-44,M,BLACK,986962,214020,40.754112,-73.99021,POINT (-73.99021 40.754112)
279799858,01/01/2024,14:57:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK,1014086,254305,40.86463266264929,-73.89213149135563,POINT (-73.89213149135563 40.86463266264929)
284584434,03/30/2024,20:50:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1013076,252524,40.85974771441924,-73.89579068278967,POINT (-73.89579068278967 40.85974771441924)
285259765,04/12/2024,16:50:00,BROOKLYN,OUTSIDE,75,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1015572,178301,40.656019,-73.887112,POINT (-73.887112 40.656019)
288208647,06/08/2024,21:31:00,QUEENS,INSIDE,102,0,DWELLING,PVT HOUSE,Y,25-44,M,ASIAN / PACIFIC ISLANDER,45-64,F,ASIAN / PACIFIC ISLANDER,1030162,191193,40.69134,-73.83444,POINT (-73.83444 40.69134)
286946574,05/15/2024,16:37:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,999665,239429,40.82384,-73.9443,POINT (-73.9443 40.82384)
282682441,02/23/2024,04:40:00,BRONX,INSIDE,46,1,TRANSIT,(null),Y,18-24,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1011698,251174,40.85604676326622,-73.90077783555246,POINT (-73.90077783555246 40.85604676326622)
283128965,03/02/2024,01:29:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1006769,241999,40.830878,-73.918625,POINT (-73.918625 40.830878)
287262616,05/21/2024,18:43:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1001528,184382,40.672748,-73.937711,POINT (-73.937711 40.672748)
287577768,05/28/2024,10:41:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1019994,184932,40.674202,-73.871139,POINT (-73.871139 40.674202)
279784405,01/01/2024,06:33:00,MANHATTAN,OUTSIDE,34,0,COMMERCIAL,(null),N,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1007382,255503,40.867942,-73.916363,POINT (-73.916363 40.867942)
287262614,05/21/2024,12:25:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,999225,169441,40.631743,-73.946049,POINT (-73.946049 40.631743)
285261866,04/13/2024,04:22:00,QUEENS,INSIDE,103,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),45-64,M,ASIAN / PACIFIC ISLANDER,1036944,194475,40.70031,-73.809958,POINT (-73.809958 40.70031)
288434701,06/12/2024,23:55:00,BRONX,OUTSIDE,40,0,STREET,(null),N,18-24,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK,1006248,237448,40.818388,-73.920521,POINT (-73.920521 40.818388)
288294532,06/10/2024,15:50:00,QUEENS,OUTSIDE,103,0,PLAYGROUND,(null),N,18-24,M,BLACK,<18,M,BLACK,1038711,196273,40.70523316920576,-73.80357343352262,POINT (-73.80357343352262 40.70523316920576)
289173684,06/26/2024,19:48:00,MANHATTAN,OUTSIDE,7,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,989183,201182,40.718875,-73.982204,POINT (-73.982204 40.718875)
280126745,01/07/2024,18:12:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),Y,45-64,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,996345,238254,40.82062,-73.9563,POINT (-73.9563 40.82062)
282177020,02/13/2024,11:00:00,BRONX,OUTSIDE,43,0,STREET,(null),N,45-64,F,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1018372,241782,40.830246,-73.876697,POINT (-73.876697 40.830246)
287507793,05/26/2024,23:35:00,BRONX,OUTSIDE,45,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1029980,244579,40.83787,-73.834734,POINT (-73.834734 40.83787)
288607696,06/16/2024,13:00:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1003257,177085,40.652716,-73.9315,POINT (-73.9315 40.652716)
285821127,04/23/2024,21:40:00,BRONX,OUTSIDE,46,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1011851,253012,40.861094,-73.900215,POINT (-73.900215 40.861094)
287123516,05/18/2024,22:28:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1009515,183436,40.670131,-73.908924,POINT (-73.908924 40.670131)
286098200,04/29/2024,20:50:00,BRONX,INSIDE,42,0,PLAYGROUND,(null),N,(null),(null),(null),<18,M,BLACK,1014862,244458,40.837603,-73.889368,POINT (-73.889368 40.837603)
281343761,01/30/2024,00:32:00,BROOKLYN,INSIDE,71,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),18-24,M,BLACK,1002927,182322,40.667091,-73.932674,POINT (-73.932674 40.667091)
289356291,06/28/2024,22:25:00,BROOKLYN,OUTSIDE,81,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1004878,190338,40.689088,-73.925615,POINT (-73.925615 40.689088)
286460098,05/06/2024,20:30:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK HISPANIC,998221,239909,40.82516,-73.949519,POINT (-73.949519 40.82516)
287542647,05/27/2024,22:45:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1030896,263028,40.888503,-73.831295,POINT (-73.831295 40.888503)
285449093,04/16/2024,18:10:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1007885,246405,40.84297,-73.914577,POINT (-73.914577 40.84297)
282368516,02/17/2024,02:36:00,QUEENS,OUTSIDE,102,0,STREET,GAS STATION,N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1036134,192055,40.693673,-73.812899,POINT (-73.812899 40.693673)
286957308,05/15/2024,19:45:00,QUEENS,OUTSIDE,103,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,<18,F,BLACK,1041070,193697,40.69815,-73.795084,POINT (-73.795084 40.69815)
280507340,01/14/2024,15:30:00,BRONX,OUTSIDE,41,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1014854,240518,40.826789,-73.889415,POINT (-73.889415 40.826789)
283641593,03/12/2024,20:35:00,BROOKLYN,OUTSIDE,79,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,45-64,M,BLACK,995918,190890,40.69062,-73.957925,POINT (-73.957925 40.69062)
284975567,04/08/2024,02:54:00,BROOKLYN,INSIDE,78,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,989367,185151,40.674874,-73.98155,POINT (-73.98155 40.674874)
285330920,04/14/2024,20:55:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1014170,241447,40.829342,-73.891884,POINT (-73.891884 40.829342)
280384564,01/11/2024,18:10:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,18-24,M,BLACK HISPANIC,<18,M,BLACK,1051463,159247,40.603519,-73.757946,POINT (-73.757946 40.603519)
281726800,02/05/2024,02:02:00,QUEENS,OUTSIDE,107,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),18-24,M,WHITE HISPANIC,1036732,206997,40.734681,-73.810626,POINT (-73.810626 40.734681)
280943247,01/22/2024,10:20:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,1005800,181690,40.665347541429526,-73.92232132455327,POINT (-73.92232132455327 40.665347541429526)
284021247,03/19/2024,18:58:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1021814,236899,40.816829,-73.864286,POINT (-73.864286 40.816829)
285004479,04/08/2024,19:53:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1010184,182784,40.668341,-73.906514,POINT (-73.906514 40.668341)
286589894,05/08/2024,18:20:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1016118,250525,40.854253,-73.8848,POINT (-73.8848 40.854253)
280120264,01/07/2024,17:15:00,BROOKLYN,OUTSIDE,63,0,COMMERCIAL,CHAIN STORE,N,(null),(null),(null),25-44,M,BLACK,1004239,167352,40.625998,-73.927988,POINT (-73.927988 40.625998)
288208648,06/08/2024,20:40:00,BROOKLYN,OUTSIDE,73,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,1007627,183444,40.670159,-73.915728,POINT (-73.915728 40.670159)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK,25-44,M,BLACK,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
288243973,06/09/2024,17:35:00,BRONX,OUTSIDE,49,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1026358,247503,40.845914,-73.847804,POINT (-73.847804 40.845914)
286397106,05/05/2024,01:40:00,BROOKLYN,INSIDE,90,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1000094,198050,40.710264,-73.94285,POINT (-73.94285 40.710264)
